m,TagName,
"2016-11-01 00:00:00","javascript","20407"
"2016-11-01 00:00:00","perl","366"
"2016-11-01 00:00:00","php","11875"
"2016-11-01 00:00:00","python","14129"
"2016-11-01 00:00:00","r","3547"
"2016-11-01 00:00:00","ruby","1752"
"2016-11-01 00:00:00","swift","4355"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2790"
"2016-12-01 00:00:00","c#","10646"
"2016-12-01 00:00:00","c++","5203"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13781"
"2016-12-01 00:00:00","javascript","19693"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11389"
"2016-12-01 00:00:00","python","12994"
"2016-12-01 00:00:00","r","3142"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3919"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2751"
"2017-01-01 00:00:00","c#","11660"
"2017-01-01 00:00:00","c++","5631"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","555"
"2017-01-01 00:00:00","java","14510"
"2017-01-01 00:00:00","javascript","21340"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12551"
"2017-01-01 00:00:00","python","14224"
"2017-01-01 00:00:00","r","3482"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2718"
"2017-02-01 00:00:00","c#","11452"
"2017-02-01 00:00:00","c++","5147"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","549"
"2017-02-01 00:00:00","java","14511"
"2017-02-01 00:00:00","javascript","21138"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12428"
"2017-02-01 00:00:00","python","14733"
"2017-02-01 00:00:00","r","3668"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4045"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2955"
"2017-03-01 00:00:00","c#","12954"
"2017-03-01 00:00:00","c++","6204"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17252"
"2017-03-01 00:00:00","javascript","23630"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13946"
"2017-03-01 00:00:00","python","17063"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4604"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2840"
"2017-04-01 00:00:00","c#","11062"
"2017-04-01 00:00:00","c++","5856"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15859"
"2017-04-01 00:00:00","javascript","21166"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12335"
"2017-04-01 00:00:00","python","15599"
"2017-04-01 00:00:00","r","4250"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3904"
"2017-05-01 00:00:00","assembly","347"
"2017-05-01 00:00:00","c","2739"
"2017-05-01 00:00:00","c#","11947"
"2017-05-01 00:00:00","c++","5284"
"2017-05-01 00:00:00","delphi","316"
"2017-05-01 00:00:00","go","580"
"2017-05-01 00:00:00","java","16288"
"2017-05-01 00:00:00","javascript","22325"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12977"
"2017-05-01 00:00:00","python","16130"
"2017-05-01 00:00:00","r","4306"
"2017-05-01 00:00:00","ruby","1515"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2339"
"2017-06-01 00:00:00","c#","11270"
"2017-06-01 00:00:00","c++","4663"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14571"
"2017-06-01 00:00:00","javascript","21516"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11677"
"2017-06-01 00:00:00","python","15955"
"2017-06-01 00:00:00","r","4438"
"2017-06-01 00:00:00","ruby","1412"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2037"
"2017-07-01 00:00:00","c#","11172"
"2017-07-01 00:00:00","c++","5004"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14075"
"2017-07-01 00:00:00","javascript","21535"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11689"
"2017-07-01 00:00:00","python","16854"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","ruby","1519"
"2017-07-01 00:00:00","swift","4342"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2036"
"2017-08-01 00:00:00","c#","10928"
"2017-08-01 00:00:00","c++","4769"
"2017-08-01 00:00:00","delphi","289"
"2017-08-01 00:00:00","go","604"
"2017-08-01 00:00:00","java","13712"
"2017-08-01 00:00:00","javascript","21280"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11573"
"2017-08-01 00:00:00","python","16441"
"2017-08-01 00:00:00","r","4557"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4166"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2091"
"2017-09-01 00:00:00","c#","9843"
"2017-09-01 00:00:00","c++","4453"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","541"
"2017-09-01 00:00:00","java","12713"
"2017-09-01 00:00:00","javascript","18916"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10636"
"2017-09-01 00:00:00","python","15400"
"2017-09-01 00:00:00","r","4213"
"2017-09-01 00:00:00","ruby","1220"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","328"
"2017-10-01 00:00:00","c","2770"
"2017-10-01 00:00:00","c#","10188"
"2017-10-01 00:00:00","c++","5203"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","613"
"2017-10-01 00:00:00","java","13961"
"2017-10-01 00:00:00","javascript","19766"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10762"
"2017-10-01 00:00:00","python","16884"
"2017-10-01 00:00:00","r","4531"
"2017-10-01 00:00:00","ruby","1295"
"2017-10-01 00:00:00","swift","3886"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2939"
"2017-11-01 00:00:00","c#","9758"
"2017-11-01 00:00:00","c++","5019"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14123"
"2017-11-01 00:00:00","javascript","19344"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10535"
"2017-11-01 00:00:00","python","16903"
"2017-11-01 00:00:00","r","4496"
"2017-11-01 00:00:00","ruby","1171"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2190"
"2017-12-01 00:00:00","c#","8566"
"2017-12-01 00:00:00","c++","4444"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11933"
"2017-12-01 00:00:00","javascript","16906"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9076"
"2017-12-01 00:00:00","python","14871"
"2017-12-01 00:00:00","r","3709"
"2017-12-01 00:00:00","ruby","1015"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2206"
"2018-01-01 00:00:00","c#","9346"
"2018-01-01 00:00:00","c++","4732"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","540"
"2018-01-01 00:00:00","java","12308"
"2018-01-01 00:00:00","javascript","18833"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10052"
"2018-01-01 00:00:00","python","16178"
"2018-01-01 00:00:00","r","4194"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3735"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2137"
"2018-02-01 00:00:00","c#","8552"
"2018-02-01 00:00:00","c++","4562"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12000"
"2018-02-01 00:00:00","javascript","17180"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","python","16256"
"2018-02-01 00:00:00","r","4492"
"2018-02-01 00:00:00","ruby","1028"
"2018-02-01 00:00:00","swift","3394"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2456"
"2018-03-01 00:00:00","c#","9756"
"2018-03-01 00:00:00","c++","5165"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","601"
"2018-03-01 00:00:00","java","13513"
"2018-03-01 00:00:00","javascript","19081"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9792"
"2018-03-01 00:00:00","python","17853"
"2018-03-01 00:00:00","r","5092"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2176"
"2018-04-01 00:00:00","c#","9203"
"2018-04-01 00:00:00","c++","4649"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13442"
"2018-04-01 00:00:00","javascript","17906"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8892"
"2018-04-01 00:00:00","python","16912"
"2018-04-01 00:00:00","r","4720"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3559"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2355"
"2018-05-01 00:00:00","c#","9896"
"2018-05-01 00:00:00","c++","4676"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","628"
"2018-05-01 00:00:00","java","13427"
"2018-05-01 00:00:00","javascript","18018"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9417"
"2018-05-01 00:00:00","python","17521"
"2018-05-01 00:00:00","r","4724"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","203"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8758"
"2018-06-01 00:00:00","c++","4083"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","671"
"2018-06-01 00:00:00","java","11753"
"2018-06-01 00:00:00","javascript","17138"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8392"
"2018-06-01 00:00:00","python","16754"
"2018-06-01 00:00:00","r","4474"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1593"
"2018-07-01 00:00:00","c#","9376"
"2018-07-01 00:00:00","c++","3899"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11699"
"2018-07-01 00:00:00","javascript","17758"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8515"
"2018-07-01 00:00:00","python","17885"
"2018-07-01 00:00:00","r","4399"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3657"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9450"
"2018-08-01 00:00:00","c++","3888"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","703"
"2018-08-01 00:00:00","java","11268"
"2018-08-01 00:00:00","javascript","17801"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8455"
"2018-08-01 00:00:00","python","17691"
"2018-08-01 00:00:00","r","4096"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3560"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1827"
"2018-09-01 00:00:00","c#","8332"
"2018-09-01 00:00:00","c++","3723"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10681"
"2018-09-01 00:00:00","javascript","15963"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7640"
"2018-09-01 00:00:00","python","15969"
"2018-09-01 00:00:00","r","3742"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3131"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2433"
"2018-10-01 00:00:00","c#","9309"
"2018-10-01 00:00:00","c++","4290"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12456"
"2018-10-01 00:00:00","javascript","17345"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8106"
"2018-10-01 00:00:00","python","18095"
"2018-10-01 00:00:00","r","4342"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3260"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8444"
"2018-11-01 00:00:00","c++","4330"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11658"
"2018-11-01 00:00:00","javascript","16122"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7053"
"2018-11-01 00:00:00","python","17953"
"2018-11-01 00:00:00","r","4215"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2183"
"2018-12-01 00:00:00","c#","7512"
"2018-12-01 00:00:00","c++","3541"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10398"
"2018-12-01 00:00:00","javascript","14216"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6194"
"2018-12-01 00:00:00","python","15670"
"2018-12-01 00:00:00","r","3391"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","219"
"2019-01-01 00:00:00","c","2271"
"2019-01-01 00:00:00","c#","8718"
"2019-01-01 00:00:00","c++","3894"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10985"
"2019-01-01 00:00:00","javascript","15972"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7132"
"2019-01-01 00:00:00","python","16889"
"2019-01-01 00:00:00","r","3937"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2895"
"2019-02-01 00:00:00","assembly","223"
"2019-02-01 00:00:00","c","2045"
"2019-02-01 00:00:00","c#","8318"
"2019-02-01 00:00:00","c++","3715"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10948"
"2019-02-01 00:00:00","javascript","15633"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7239"
"2019-02-01 00:00:00","python","17478"
"2019-02-01 00:00:00","r","4237"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2669"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2371"
"2019-03-01 00:00:00","c#","8928"
"2019-03-01 00:00:00","c++","4410"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","718"
"2019-03-01 00:00:00","java","11989"
"2019-03-01 00:00:00","javascript","17272"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7743"
"2019-03-01 00:00:00","python","19834"
"2019-03-01 00:00:00","r","4480"
"2019-03-01 00:00:00","ruby","839"
"2019-03-01 00:00:00","swift","2936"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2419"
"2019-04-01 00:00:00","c#","9072"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","203"
"2019-04-01 00:00:00","go","647"
"2019-04-01 00:00:00","java","11114"
"2019-04-01 00:00:00","javascript","16109"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7151"
"2019-04-01 00:00:00","python","19764"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3060"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8995"
"2019-05-01 00:00:00","c++","4112"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","670"
"2019-05-01 00:00:00","java","11032"
"2019-05-01 00:00:00","javascript","16083"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6924"
"2019-05-01 00:00:00","python","18833"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3091"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1718"
"2019-06-01 00:00:00","c#","7573"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9590"
"2019-06-01 00:00:00","javascript","14754"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5985"
"2019-06-01 00:00:00","python","17166"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","701"
"2019-06-01 00:00:00","swift","3076"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8413"
"2019-07-01 00:00:00","c++","4252"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10785"
"2019-07-01 00:00:00","javascript","16074"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6630"
"2019-07-01 00:00:00","python","19681"
"2019-07-01 00:00:00","r","4191"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7679"
"2019-08-01 00:00:00","c++","3270"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9049"
"2019-08-01 00:00:00","javascript","15163"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5818"
"2019-08-01 00:00:00","python","17972"
"2019-08-01 00:00:00","r","3946"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7815"
"2019-09-01 00:00:00","c++","3763"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9627"
"2019-09-01 00:00:00","javascript","14813"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5538"
"2019-09-01 00:00:00","python","16827"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2555"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8378"
"2019-10-01 00:00:00","c++","4819"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11156"
"2019-10-01 00:00:00","javascript","15919"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6032"
"2019-10-01 00:00:00","python","20375"
"2019-10-01 00:00:00","r","4375"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3103"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2500"
"2019-11-01 00:00:00","c#","7995"
"2019-11-01 00:00:00","c++","4709"
"2019-11-01 00:00:00","delphi","170"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10275"
"2019-11-01 00:00:00","javascript","15683"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6082"
"2019-11-01 00:00:00","python","20524"
"2019-11-01 00:00:00","r","4277"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7180"
"2019-12-01 00:00:00","c++","4179"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8976"
"2019-12-01 00:00:00","javascript","14249"
"2019-12-01 00:00:00","perl","156"
"2019-12-01 00:00:00","php","5220"
"2019-12-01 00:00:00","python","18031"
"2019-12-01 00:00:00","r","3736"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2653"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2042"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4208"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9887"
"2020-01-01 00:00:00","javascript","15953"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5882"
"2020-01-01 00:00:00","python","19888"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c","1974"
"2020-02-01 00:00:00","c#","7681"
"2020-02-01 00:00:00","c++","4060"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","657"
"2020-02-01 00:00:00","java","9995"
"2020-02-01 00:00:00","javascript","15677"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5645"
"2020-02-01 00:00:00","python","19935"
"2020-02-01 00:00:00","r","4667"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2750"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4623"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11019"
"2020-03-01 00:00:00","javascript","17489"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5649"
"2020-03-01 00:00:00","python","22564"
"2020-03-01 00:00:00","r","5112"
"2020-03-01 00:00:00","ruby","709"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3237"
"2020-04-01 00:00:00","c#","8553"
"2020-04-01 00:00:00","c++","6182"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","792"
"2020-04-01 00:00:00","java","12555"
"2020-04-01 00:00:00","javascript","20799"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6595"
"2020-04-01 00:00:00","python","27496"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3432"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3354"
"2020-05-01 00:00:00","c#","8563"
"2020-05-01 00:00:00","c++","6373"
"2020-05-01 00:00:00","delphi","200"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11965"
"2020-05-01 00:00:00","javascript","21408"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6492"
"2020-05-01 00:00:00","python","29315"
"2020-05-01 00:00:00","r","6011"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3500"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7870"
"2020-06-01 00:00:00","c++","5598"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10775"
"2020-06-01 00:00:00","javascript","19704"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5903"
"2020-06-01 00:00:00","python","27004"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3145"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2088"
"2020-07-01 00:00:00","c#","7774"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","638"
"2020-07-01 00:00:00","java","10398"
"2020-07-01 00:00:00","javascript","19789"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5923"
"2020-07-01 00:00:00","python","26185"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7041"
"2020-08-01 00:00:00","c++","4759"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9264"
"2020-08-01 00:00:00","javascript","17945"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4973"
"2020-08-01 00:00:00","python","22923"
"2020-08-01 00:00:00","r","4488"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2671"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2141"
"2020-09-01 00:00:00","c#","6430"
"2020-09-01 00:00:00","c++","3904"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8899"
"2020-09-01 00:00:00","javascript","16702"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4755"
"2020-09-01 00:00:00","python","21622"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2358"
"2020-10-01 00:00:00","c#","6168"
"2020-10-01 00:00:00","c++","4302"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8896"
"2020-10-01 00:00:00","javascript","16351"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4565"
"2020-10-01 00:00:00","python","22681"
"2020-10-01 00:00:00","r","5063"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2683"
"2020-11-01 00:00:00","c#","5956"
"2020-11-01 00:00:00","c++","4294"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8440"
"2020-11-01 00:00:00","javascript","15442"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22052"
"2020-11-01 00:00:00","r","4797"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2151"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2632"
